category,intent,instruction,flags
ORDER,cancel_order,what do I need to do to cancel purchase {{Order Number}}?,BIL
ORDER,cancel_order,help with cancelling purchase {{Order Number}},BL
ORDER,cancel_order,"I bought some item, cancel order {{Order Number}}",BCL
ORDER,cancel_order,I need help with canceling purchase {{Order Number}},BL
ORDER,cancel_order,could you help me cancel purchase {{Order Number}}?,BILP
ORDER,cancel_order,what do i need to do to cancel order {{Order Number}},BIQ
ORDER,cancel_order,canceling purchase {{Order Number}},BKL
ORDER,cancel_order,I do not know how I can cancel purchase {{Order Number}},BEL
ORDER,cancel_order,I have problems with cancelling purchase {{Order Number}},BLM
ORDER,cancel_order,ohw to cancel order {{Order Number}},BIQZ
ORDER,cancel_order,is it possible to cxancel order {{Order Number}},BIQZ
ORDER,cancel_order,i have problems with cancelling purchase {{Order Number}},BLMQ
ORDER,cancel_order,where do I cancel purchase {{Order Number}}?,BIL
ORDER,cancel_order,I have an question about cancelling order {{Order Number}},BZ
ORDER,cancel_order,I would like to cancel purchase {{Order Number}},BLP
ORDER,cancel_order,assistance canceling purchase {{Order Number}},BL
ORDER,cancel_order,I want help to cancel purchase {{Order Number}},BL
ORDER,cancel_order,I am trying to cancel purchase {{Order Number}},BL
ORDER,cancel_order,cancelling purchase {{Order Number}},BKL
ORDER,cancel_order,can you help me cancelling purchase {{Order Number}}?,BIL
ORDER,cancel_order,i need assistance cancelling purchase {{Order Number}},BLQZ
ORDER,cancel_order,camceling order {{Order Number}},BKZ
ORDER,cancel_order,need assistance canceling order {{Order Number}},BQ
ORDER,cancel_order,help me cancel purchase {{Order Number}},BL
ORDER,cancel_order,problems with cancelling purchase {{Order Number}},BLM
ORDER,cancel_order,i need assistance with canceling purchase {{Order Number}},BLQ
ORDER,cancel_order,help me to cancel order  {{Order Number}},BZ
ORDER,cancel_order,I can no longer afford order {{Order Number}},BLN
ORDER,cancel_order,i do not know what to do to cancel order {{Order Number}},BEQ
ORDER,cancel_order,i no longer want order {{Order Number}},BLNQ
ORDER,cancel_order,I want assistance canceling order {{Order Number}},B
ORDER,cancel_order,problem with canceling purchase {{Order Number}},BL
ORDER,cancel_order,"I no longer want order {{Order Number}}, how do I cancel it?",BCILN
ORDER,cancel_order,I cannot afford purchase {{Order Number}},BELN
ORDER,cancel_order,I don't want purchase {{Order Number}},BLN
ORDER,cancel_order,"I purchased some items, I want to cancel order {{Order Number}}",BCLM
ORDER,cancel_order,question about cancelling purchase {{Order Number}},BL
ORDER,cancel_order,I have a question about canceling purchase {{Order Number}},BL
ORDER,cancel_order,need help to cancel purchase {{Order Number}},BLQ
ORDER,cancel_order,i do not know how i could casncel order {{Order Number}},BEPQZ
ORDER,cancel_order,need help with canceling purchase {{Order Number}},BLQ
ORDER,cancel_order,I can't afford order {{Order Number}},BLN
ORDER,cancel_order,what do I ned to do to cancel order {{Order Number}}?,BIZ
ORDER,cancel_order,i dont want order {{Order Number}} could i cancel it,BCINPQ
ORDER,cancel_order,have a question about canceling order {{Order Number}},BQ
ORDER,cancel_order,I cannot afford order {{Order Number}},BELN
ORDER,cancel_order,I need help canceling purchase {{Order Number}},BL
ORDER,cancel_order,question about canceling purchase {{Order Number}},BL
ORDER,cancel_order,"I doln't want order {{Order Number}}, can you cancel it?",BCINZ
ORDER,cancel_order,i bought something i wanna cancel order {{Order Number}},BCQ
ORDER,cancel_order,help me canceling purchase {{Order Number}},BL
ORDER,cancel_order,I want help to cancle purchase {{Order Number}},BLZ
ORDER,cancel_order,what do i need to do to cancel order {{Order Number}},BIQ
ORDER,cancel_order,I try to cancel purchase {{Order Number}},BL
ORDER,cancel_order,"I can no longer afford order {{Order Number}}, can I cancel it?",BCILN
ORDER,cancel_order,i want help to cancel purchase {{Order Number}},BLQ
ORDER,cancel_order,I need help cancelling purchase {{Order Number}},BL
ORDER,cancel_order,how to cancel purchase {{Order Number}}?,BIL
ORDER,cancel_order,i bought somegoddamn item how do i cancel order {{Order Number}},BCILQWZ
ORDER,cancel_order,"I bought some product, I want to cancel order {{Order Number}}",BC
ORDER,cancel_order,need assistance with canceling order {{Order Number}},BQ
ORDER,cancel_order,i do not knwo how to cancel order {{Order Number}},BEQZ
ORDER,cancel_order,"I have to cancel purchase {{Order Number}}, can I get some help?",BCIL
ORDER,cancel_order,is it possible to cancel purchase {{Order Number}}?,BIL
ORDER,cancel_order,help cancelling order {{Order Number}},B
ORDER,cancel_order,cancel order {{Order Number}},BK
ORDER,cancel_order,icannot afford order {{Order Number}} could i cancel it,BCEILNPQZ
ORDER,cancel_order,need help cancelling purchase {{Order Number}},BLQ
ORDER,cancel_order,what do I need to do to cancel purchase {{Order Number}}?,BIL
ORDER,cancel_order,i cannot pay for puchase {{Order Number}} how could i cancel it,BCEILNPQZ
ORDER,cancel_order,I want help cancellkng purchase {{Order Number}},BLZ
ORDER,cancel_order,i need help with cancelling order {{Order Number}},BQ
ORDER,cancel_order,I need help with cancelling order {{Order Number}},B
ORDER,cancel_order,how can I cancel order {{Order Number}}?,BI
ORDER,cancel_order,I need assistance cancelling purchase {{Order Number}},BL
ORDER,cancel_order,i want assistance tocancel order {{Order Number}},BQZ
ORDER,cancel_order,"I purchased some articles, cancel order {{Order Number}}",BCLM
ORDER,cancel_order,i nee help to cancel order {{Order Number}},BQZ
ORDER,cancel_order,problem with cancelling order {{Order Number}},B
ORDER,cancel_order,I don't know what to do to cancel order {{Order Number}},B
ORDER,cancel_order,"I don't want this article, cancel order {{Order Number}}",BCLN
ORDER,cancel_order,I need help with canceling order {{Order Number}},B
ORDER,cancel_order,want assistance cancelling order {{Order Number}},BQ
ORDER,cancel_order,I need assistance cancelling purchase {{Order Number}},BL
ORDER,cancel_order,can uhelp me cancelliung order {{Order Number}},BIQZ
ORDER,cancel_order,canceling order {{Order Number}},BK
ORDER,cancel_order,cancel order {{Order Number}},BK
ORDER,cancel_order,I can no longer pay for purchase {{Order Number}},BLN
ORDER,cancel_order,canceling order {{Order Number}},BK
ORDER,cancel_order,can you help me to cancel purchase {{Order Number}}?,BIL
ORDER,cancel_order,I need assistance cancelling purchase {{Order Number}},BL
ORDER,cancel_order,problems with cnceling purchase {{Order Number}},BLMZ
ORDER,cancel_order,where could I cancel purchase {{Order Number}}?,BILP
ORDER,cancel_order,canmcel order {{Order Number}},BKZ
ORDER,cancel_order,I want assistance cancelling purchase {{Order Number}},BL
ORDER,cancel_order,I do not know how to cancel purchase {{Order Number}},BEL
ORDER,cancel_order,I would like to cancel purchase {{Order Number}},BLP
ORDER,cancel_order,I do not know how to cancel order {{Order Number}},BE
ORDER,cancel_order,problems with cancelling order {{Order Number}},BM
ORDER,cancel_order,I need help with cancelling purchase {{Order Number}},BL
ORDER,cancel_order,i dont know how to cancel purchase {{Order Number}},BLQ
ORDER,cancel_order,help to cancel purchase {{Order Number}},BL
ORDER,cancel_order,i purchased something how to cancel order {{Order Number}},BCILQ
ORDER,cancel_order,want asistance canceling order {{Order Number}},BQZ
ORDER,cancel_order,question about cancelling purchase {{Order Number}},BL
ORDER,cancel_order,is it possible to cancel order {{Order Number}},BIQ
ORDER,cancel_order,i cant afford order {{Order Number}},BLNQ
ORDER,cancel_order,"I can no longer afford purchase {{Order Number}}, cancel it",BCLN
ORDER,cancel_order,I don't want purchase {{Order Number}},BLN
ORDER,cancel_order,I have problems with canceling purchase {{Order Number}},BLM
ORDER,cancel_order,i dont want order {{Order Number}},BNQ
ORDER,cancel_order,i want assistance canceling purchase {{Order Number}},BLQ
ORDER,cancel_order,i dont know how to cancel purchase {{Order Number}},BLQ
ORDER,cancel_order,is it possible to cancel order {{Order Number}}?,BI
ORDER,cancel_order,i do not know how to cancel order {{Order Number}},BEQ
ORDER,cancel_order,assistance to cancel purchase {{Order Number}},BL
ORDER,cancel_order,I need help with canceling order {{Order Number}},B
ORDER,cancel_order,I have a question about canceling purchase {{Order Number}},BL
ORDER,cancel_order,"I ordered some products, how to cancel purchase {{Order Number}}?",BCILM
ORDER,cancel_order,"I can't afford order {{Order Number}}, how can I cancel it?",BCILN
ORDER,cancel_order,I do not want purchase {{Order Number}},BELN
ORDER,cancel_order,i can no longer pay for order {{Order Number}},BLNQ
ORDER,cancel_order,I do not know how to cancel purchase {{Order Number}},BEL
ORDER,cancel_order,"I bought some item, cancel order {{Order Number}}",BCL
ORDER,cancel_order,want assistance cancelling purchase {{Order Number}},BLQ
ORDER,cancel_order,i cannot pay for my last item cancel order {{Order Number}},BCELNQ
ORDER,cancel_order,I have to cancel order {{Order Number}},B
ORDER,cancel_order,I need help with canceling order {{Order Number}},B
ORDER,cancel_order,can uhelp me canceling order {{Order Number}},BIQ
ORDER,cancel_order,I don't know what to do to cancel purchase {{Order Number}},BL
ORDER,cancel_order,is it possible to cancel order {{Order Number}} ?,BIZ
ORDER,cancel_order,I have a problem with canceling purchase {{Order Number}},BL
ORDER,cancel_order,i dont knwo how i can cancel purchase {{Order Number}},BLQZ
ORDER,cancel_order,I need assistance with canceling purchase {{Order Number}},BL
ORDER,cancel_order,assistance with cancelling purchase {{Order Number}},BL
ORDER,cancel_order,i do not know what to do to cancel purchase {{Order Number}},BELQ
ORDER,cancel_order,I can no longer pay for purchase {{Order Number}},BLN
ORDER,cancel_order,I need help cancelling order {{Order Number}},B
ORDER,cancel_order,can you help me cancel purchase {{Order Number}}?,BIL
ORDER,cancel_order,I do not know how to cancel purchase {{Order Number}},BEL
ORDER,cancel_order,"I can't afford order {{Order Number}}, I need help to cancel it",BCLN
ORDER,cancel_order,assistance with canceling purchase {{Order Number}},BL
ORDER,cancel_order,need help cancelling purchase {{Order Number}},BLQ
ORDER,cancel_order,need help with canceling order {{Order Number}},BQ
ORDER,cancel_order,i want assistance canceling order {{Order Number}},BQ
ORDER,cancel_order,want help to cancel order {{Order Number}},BQ
ORDER,cancel_order,"I purchased some items, cancel order {{Order Number}}",BCLM
ORDER,cancel_order,camceling order {{Order Number}},BKZ
ORDER,cancel_order,how can I cancel purchase {{Order Number}}?,BIL
ORDER,cancel_order,where can I cancel purchase {{Order Number}}?,BIL
ORDER,cancel_order,where culd i cancel order {{Order Number}},BIPQZ
ORDER,cancel_order,help with cancelling order {{Order Number}},B
ORDER,cancel_order,I can't afford order {{Order Number}},BLN
ORDER,cancel_order,help me cancel purchase {{Order Number}},BL
ORDER,cancel_order,I dp not know how to cancel order {{Order Number}},BEZ
ORDER,cancel_order,i can no longer arford purchase {{Order Number}},BLNQZ
ORDER,cancel_order,assistance to cancel purchased {{Order Number}},BLZ
ORDER,cancel_order,help  with cancelling order {{Order Number}},BZ
ORDER,cancel_order,want assistance to cancel order {{Order Number}},BQ
ORDER,cancel_order,question about canceling a bloody purchase,BLW
ORDER,cancel_order,iwant assistance canceling order {{Order Number}},BQZ
ORDER,cancel_order,want help canceling purchase {{Order Number}},BLQ
ORDER,cancel_order,i dont know how i can cancel order {{Order Number}},BQ
ORDER,cancel_order,"I purchased some items, help me cancel order {{Order Number}}",BCLM
ORDER,cancel_order,I want assistance cancelling purchase {{Order Number}},BL
ORDER,cancel_order,help with canceling purchase {{Order Number}},BL
ORDER,cancel_order,problems with canceling purchase {{Order Number}},BLM
ORDER,cancel_order,I want assistance canceling purchase {{Order Number}},BL
ORDER,cancel_order,I need help cancelnig purchase {{Order Number}},BLZ
ORDER,cancel_order,i want assistance to cancel order {{Order Number}},BQ
ORDER,cancel_order,is it possible to cancel purchase {{Order Number}}?,BIL
ORDER,cancel_order,assistance canceling order {{Order Number}},B
ORDER,cancel_order,I need assistance to cancel purchase {{Order Number}},BL
ORDER,cancel_order,I am trying to cancel purchase {{Order Number}},BL
ORDER,cancel_order,I nee assistance to cancel purchase {{Order Number}},BLZ
ORDER,cancel_order,help cancelling purchase {{Order Number}},BL
ORDER,cancel_order,I want assistance canceling purchase {{Order Number}},BL
ORDER,cancel_order,can you help me to cancel purchase {{Order Number}}?,BIL
ORDER,cancel_order,need assistance witgh cancelling order {{Order Number}},BQZ
ORDER,cancel_order,can you help me cancelling purchase {{Order Number}}?,BIL
ORDER,cancel_order,want assistance to cancel order  {{Order Number}},BQZ
ORDER,cancel_order,I want help cancelling purchase {{Order Number}},BL
ORDER,cancel_order,problem with cancelling purchase {{Order Number}},BL
ORDER,cancel_order,"I bought some item, cancel purchase {{Order Number}}",BCL
ORDER,cancel_order,I don't know how I can cancel purchase {{Order Number}},BL
ORDER,cancel_order,how do i cancel purchase {{Order Number}},BILQ
ORDER,cancel_order,I want help canceling purchase {{Order Number}},BL
ORDER,cancel_order,I need assistance with canceling order {{Order Number}},B
ORDER,cancel_order,i need help cancelling purchase {{Order Number}},BLQ
ORDER,cancel_order,how can i cancel purchase {{Order Number}},BILQ
ORDER,cancel_order,I need assistance canceling purchase {{Order Number}},BL
ORDER,cancel_order,i want assistance to cancel order {{Order Number}},BQ
